Registry,Repository,Tag,Id,Scan Time,Pass,Type,Distro,Hostname,Layer,CVE ID,Compliance ID,Type.1,Severity,Packages,Source Package,Package Version,Package License,CVSS,Fix Status,Fix Date,Grace Days,Vulnerability Tags,Description,Cause,Published,Custom Labels,Vulnerability Link
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2022-3153,46,OS,low,vim-common,,8.0.1763-19.el8_6.4,Vim and MIT,6.1,affected,,,,NULL Pointer Dereference in GitHub repository vim/vim prior to 9.0.0404.,,15:00.0,,https://access.redhat.com/security/cve/CVE-2022-3153
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2022-2287,46,OS,low,vim-minimal,,8.0.1763-19.el8_6.4,Vim and MIT,7.1,affected,,,,Out-of-bounds Read in GitHub repository vim/vim prior to 9.0.,,15:00.0,,https://access.redhat.com/security/cve/CVE-2022-2287
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2022-2129,46,OS,low,vim-filesystem,,8.0.1763-19.el8_6.4,Vim and MIT,7.8,affected,,,,Out-of-bounds Write in GitHub repository vim/vim prior to 8.2.,,15:00.0,,https://access.redhat.com/security/cve/CVE-2022-2129
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2022-2286,46,OS,low,vim-enhanced,,8.0.1763-19.el8_6.4,Vim and MIT,7.8,affected,,,,Out-of-bounds Read in GitHub repository vim/vim prior to 9.0.,,15:00.0,,https://access.redhat.com/security/cve/CVE-2022-2286
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2022-2210,46,OS,low,vim-enhanced,,8.0.1763-19.el8_6.4,Vim and MIT,7.8,affected,,,,Out-of-bounds Write in GitHub repository vim/vim prior to 8.2.,,15:00.0,,https://access.redhat.com/security/cve/CVE-2022-2210
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2022-2286,46,OS,low,vim-common,,8.0.1763-19.el8_6.4,Vim and MIT,7.8,affected,,,,Out-of-bounds Read in GitHub repository vim/vim prior to 9.0.,,15:00.0,,https://access.redhat.com/security/cve/CVE-2022-2286
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2022-3296,46,OS,low,vim-minimal,,8.0.1763-19.el8_6.4,Vim and MIT,7.8,affected,,,,Stack-based Buffer Overflow in GitHub repository vim/vim prior to 9.0.0577.,,15:00.0,,https://access.redhat.com/security/cve/CVE-2022-3296
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2022-3037,46,OS,low,vim-enhanced,,8.0.1763-19.el8_6.4,Vim and MIT,7.8,affected,,,,Use After Free in GitHub repository vim/vim prior to 9.0.0322.,,15:00.0,,https://access.redhat.com/security/cve/CVE-2022-3037
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2022-2210,46,OS,low,vim-common,,8.0.1763-19.el8_6.4,Vim and MIT,7.8,affected,,,,Out-of-bounds Write in GitHub repository vim/vim prior to 8.2.,,15:00.0,,https://access.redhat.com/security/cve/CVE-2022-2210
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2022-2285,46,OS,low,vim-minimal,,8.0.1763-19.el8_6.4,Vim and MIT,7.8,affected,,,,Integer Overflow or Wraparound in GitHub repository vim/vim prior to 9.0.,,15:00.0,,https://access.redhat.com/security/cve/CVE-2022-2285
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2022-2206,46,OS,low,vim-common,,8.0.1763-19.el8_6.4,Vim and MIT,7.8,affected,,,,Out-of-bounds Read in GitHub repository vim/vim prior to 8.2.,,15:00.0,,https://access.redhat.com/security/cve/CVE-2022-2206
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2022-2182,46,OS,low,vim-minimal,,8.0.1763-19.el8_6.4,Vim and MIT,7.8,affected,,,,Heap-based Buffer Overflow in GitHub repository vim/vim prior to 8.2.,,15:00.0,,https://access.redhat.com/security/cve/CVE-2022-2182
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2022-3234,46,OS,low,vim-common,,8.0.1763-19.el8_6.4,Vim and MIT,7.8,affected,,,,Heap-based Buffer Overflow in GitHub repository vim/vim prior to 9.0.0483.,,15:00.0,,https://access.redhat.com/security/cve/CVE-2022-3234
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2022-3235,46,OS,low,vim-enhanced,,8.0.1763-19.el8_6.4,Vim and MIT,7.8,affected,,,,Use After Free in GitHub repository vim/vim prior to 9.0.0490.,,15:00.0,,https://access.redhat.com/security/cve/CVE-2022-3235
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2023-22745,46,OS,low,tpm2-tss,,2.3.2-4.el8,BSD,6.4,affected,,,,"tpm2-tss is an open source software implementation of the Trusted Computing Group (TCG) Trusted Platform Module (TPM) 2 Software Stack (TSS2). In affected versions `Tss2_RC_SetHandler` and `Tss2_RC_Decode` both index into `layer_handler` with an 8 bit layer number, but the array only has `TPM2_ERROR_TSS2_RC_LAYER_COUNT` entries, so trying to add a handler for higher-numbered layers or decode a response code with such a layer number reads/writes past the end of the buffer. This Buffer overrun, could result in arbitrary code execution. An example attack would be a MiTM bus attack that returns 0xFFFFFFFF for the RC. Given the common use case of TPM modules an attacker must have local access to the target machine with local system privileges which allows access to the TPM system. Usually TPM access requires administrative privilege.",,15:00.0,,https://access.redhat.com/security/cve/CVE-2023-22745
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2022-2124,46,OS,low,vim-minimal,,8.0.1763-19.el8_6.4,Vim and MIT,7.8,affected,,,,Buffer Over-read in GitHub repository vim/vim prior to 8.2.,,15:00.0,,https://access.redhat.com/security/cve/CVE-2022-2124
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2022-2285,46,OS,low,vim-filesystem,,8.0.1763-19.el8_6.4,Vim and MIT,7.8,affected,,,,Integer Overflow or Wraparound in GitHub repository vim/vim prior to 9.0.,,15:00.0,,https://access.redhat.com/security/cve/CVE-2022-2285
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2022-2345,46,OS,low,vim-minimal,,8.0.1763-19.el8_6.4,Vim and MIT,7.8,affected,,,,Use After Free in GitHub repository vim/vim prior to 9.0.0046.,,15:00.0,,https://access.redhat.com/security/cve/CVE-2022-2345
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2022-3705,46,OS,low,vim-minimal,,8.0.1763-19.el8_6.4,Vim and MIT,7.0,affected,,,,A vulnerability was found in vim and classified as problematic. Affected by this issue is the function qf_update_buffer of the file quickfix.c of the component autocmd Handler. The manipulation leads to use after free. The attack may be launched remotely. Upgrading to version 9.0.0805 is able to address this issue. The name of the patch is d0fab10ed2a86698937e3c3fed2f10bd9bb5e731. It is recommended to upgrade the affected component. The identifier of this vulnerability is VDB-212324.,,15:00.0,,https://access.redhat.com/security/cve/CVE-2022-3705
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2022-2345,46,OS,low,vim-common,,8.0.1763-19.el8_6.4,Vim and MIT,7.8,affected,,,,Use After Free in GitHub repository vim/vim prior to 9.0.0046.,,15:00.0,,https://access.redhat.com/security/cve/CVE-2022-2345
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2022-2923,46,OS,low,vim-minimal,,8.0.1763-19.el8_6.4,Vim and MIT,5.5,affected,,,,NULL Pointer Dereference in GitHub repository vim/vim prior to 9.0.0240.,,15:00.0,,https://access.redhat.com/security/cve/CVE-2022-2923
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2023-0465,46,OS,low,openssl-libs,,1.1.1k-9.el8_7,OpenSSL and ASL 2.0,3.7,affected,,,,Applications that use a non-default option when verifying certificates may be vulnerable to an attack from a malicious CA to circumvent certain checks.  Invalid certificate policies in leaf certificates are silently ignored by OpenSSL and other certificate policy checks are skipped for that certificate. A malicious CA could use this to deliberately assert invalid certificate policies in order to circumvent policy checking on the certificate altogether.  Policy processing is disabled by default but can be enabled by passing the `-policy\' argument to the command line utilities or by calling the `X509_VERIFY_PARAM_set1_policies()\' function.,,15:00.0,,https://access.redhat.com/security/cve/CVE-2023-0465
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2023-0464,46,OS,low,openssl-libs,,1.1.1k-9.el8_7,OpenSSL and ASL 2.0,5.9,affected,,,,"A security vulnerability has been identified in all supported versions of OpenSSL related to the verification of X.509 certificate chains that include policy constraints. Attackers may be able to exploit this vulnerability by creating a malicious certificate chain that triggers exponential use of computational resources, leading to a denial-of-service (DoS) attack on affected systems. Policy processing is disabled by default but can be enabled by passing the `-policy\' argument to the command line utilities or by calling the `X509_VERIFY_PARAM_set1_policies()\' function.",,15:00.0,,https://access.redhat.com/security/cve/CVE-2023-0464
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2022-2344,46,OS,low,vim-common,,8.0.1763-19.el8_6.4,Vim and MIT,7.8,affected,,,,Heap-based Buffer Overflow in GitHub repository vim/vim prior to 9.0.0045.,,15:00.0,,https://access.redhat.com/security/cve/CVE-2022-2344
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2022-2175,46,OS,low,vim-minimal,,8.0.1763-19.el8_6.4,Vim and MIT,7.8,affected,,,,Buffer Over-read in GitHub repository vim/vim prior to 8.2.,,15:00.0,,https://access.redhat.com/security/cve/CVE-2022-2175
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2023-0466,46,OS,low,openssl-libs,,1.1.1k-9.el8_7,OpenSSL and ASL 2.0,3.7,affected,,,,The function X509_VERIFY_PARAM_add0_policy() is documented to implicitly enable the certificate policy check when doing certificate verification. However the implementation of the function does not enable the check which allows certificates with invalid or incorrect policies to pass the certificate verification.  As suddenly enabling the policy check could break existing deployments it was decided to keep the existing behavior of the X509_VERIFY_PARAM_add0_policy() function.  Instead the applications that require OpenSSL to perform certificate policy check need to use X509_VERIFY_PARAM_set1_policies() or explicitly enable the policy check by calling X509_VERIFY_PARAM_set_flags() with the X509_V_FLAG_POLICY_CHECK flag argument.  Certificate policy checks are disabled by default in OpenSSL and are not commonly used by applications.,,15:00.0,,https://access.redhat.com/security/cve/CVE-2023-0466
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2023-0288,46,OS,low,vim-common,,8.0.1763-19.el8_6.4,Vim and MIT,7.3,affected,,,,Heap-based Buffer Overflow in GitHub repository vim/vim prior to 9.0.1189.,,15:00.0,,https://access.redhat.com/security/cve/CVE-2023-0288
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2022-3234,46,OS,low,vim-filesystem,,8.0.1763-19.el8_6.4,Vim and MIT,7.8,affected,,,,Heap-based Buffer Overflow in GitHub repository vim/vim prior to 9.0.0483.,,15:00.0,,https://access.redhat.com/security/cve/CVE-2022-3234
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2022-3234,46,OS,low,vim-minimal,,8.0.1763-19.el8_6.4,Vim and MIT,7.8,affected,,,,Heap-based Buffer Overflow in GitHub repository vim/vim prior to 9.0.0483.,,15:00.0,,https://access.redhat.com/security/cve/CVE-2022-3234
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2022-2923,46,OS,low,vim-common,,8.0.1763-19.el8_6.4,Vim and MIT,5.5,affected,,,,NULL Pointer Dereference in GitHub repository vim/vim prior to 9.0.0240.,,15:00.0,,https://access.redhat.com/security/cve/CVE-2022-2923
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2022-36227,46,OS,low,libarchive,,3.3.3-4.el8,BSD,5.9,affected,,,,"In libarchive before 3.6.2, the software does not check for an error after calling calloc function that can return with a NULL pointer if the function fails, which leads to a resultant NULL pointer dereference. NOTE: the discoverer cites this CWE-476 remark but third parties dispute the code-execution impact: \""In rare circumstances, when NULL is equivalent to the 0x0 memory address and privileged code can access it, then writing or reading memory is possible, which may lead to code execution.\""",,15:00.0,,https://access.redhat.com/security/cve/CVE-2022-36227
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2022-2344,46,OS,low,vim-enhanced,,8.0.1763-19.el8_6.4,Vim and MIT,7.8,affected,,,,Heap-based Buffer Overflow in GitHub repository vim/vim prior to 9.0.0045.,,15:00.0,,https://access.redhat.com/security/cve/CVE-2022-2344
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2023-0288,46,OS,low,vim-enhanced,,8.0.1763-19.el8_6.4,Vim and MIT,7.3,affected,,,,Heap-based Buffer Overflow in GitHub repository vim/vim prior to 9.0.1189.,,15:00.0,,https://access.redhat.com/security/cve/CVE-2023-0288
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2022-2980,46,OS,low,vim-enhanced,,8.0.1763-19.el8_6.4,Vim and MIT,5.5,affected,,,,NULL Pointer Dereference in GitHub repository vim/vim prior to 9.0.0259.,,15:00.0,,https://access.redhat.com/security/cve/CVE-2022-2980
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2022-2210,46,OS,low,vim-filesystem,,8.0.1763-19.el8_6.4,Vim and MIT,7.8,affected,,,,Out-of-bounds Write in GitHub repository vim/vim prior to 8.2.,,15:00.0,,https://access.redhat.com/security/cve/CVE-2022-2210
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2022-2125,46,OS,low,vim-enhanced,,8.0.1763-19.el8_6.4,Vim and MIT,7.8,affected,,,,Heap-based Buffer Overflow in GitHub repository vim/vim prior to 8.2.,,15:00.0,,https://access.redhat.com/security/cve/CVE-2022-2125
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2022-2819,46,OS,low,vim-common,,8.0.1763-19.el8_6.4,Vim and MIT,7.8,affected,,,,Heap-based Buffer Overflow in GitHub repository vim/vim prior to 9.0.0211.,,21:00.0,,https://access.redhat.com/security/cve/CVE-2022-2819
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2022-2175,46,OS,low,vim-common,,8.0.1763-19.el8_6.4,Vim and MIT,7.8,affected,,,,Buffer Over-read in GitHub repository vim/vim prior to 8.2.,,15:00.0,,https://access.redhat.com/security/cve/CVE-2022-2175
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2022-2183,46,OS,low,vim-minimal,,8.0.1763-19.el8_6.4,Vim and MIT,3.3,affected,,,,Out-of-bounds Read in GitHub repository vim/vim prior to 8.2.,,15:00.0,,https://access.redhat.com/security/cve/CVE-2022-2183
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2022-2183,46,OS,low,vim-common,,8.0.1763-19.el8_6.4,Vim and MIT,3.3,affected,,,,Out-of-bounds Read in GitHub repository vim/vim prior to 8.2.,,15:00.0,,https://access.redhat.com/security/cve/CVE-2022-2183
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2023-0054,46,OS,low,vim-filesystem,,8.0.1763-19.el8_6.4,Vim and MIT,7.8,affected,,,,Out-of-bounds Write in GitHub repository vim/vim prior to 9.0.1145.,,15:00.0,,https://access.redhat.com/security/cve/CVE-2023-0054
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2022-2124,46,OS,low,vim-enhanced,,8.0.1763-19.el8_6.4,Vim and MIT,7.8,affected,,,,Buffer Over-read in GitHub repository vim/vim prior to 8.2.,,15:00.0,,https://access.redhat.com/security/cve/CVE-2022-2124
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2022-2182,46,OS,low,vim-common,,8.0.1763-19.el8_6.4,Vim and MIT,7.8,affected,,,,Heap-based Buffer Overflow in GitHub repository vim/vim prior to 8.2.,,15:00.0,,https://access.redhat.com/security/cve/CVE-2022-2182
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2023-26112,410,python,low,configobj,,5.0.8,BSD (2 clause),1.0,open,,,,"All versions of the package configobj are vulnerable to Regular Expression Denial of Service (ReDoS) via the validate function, using (.+?)\\((.*)\\). **Note:** This is only exploitable in the case of a developer, putting the offending value in a server side configuration file.",,15:00.0,,https://nvd.nist.gov/vuln/detail/CVE-2023-26112
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2023-0288,46,OS,low,vim-minimal,,8.0.1763-19.el8_6.4,Vim and MIT,7.3,affected,,,,Heap-based Buffer Overflow in GitHub repository vim/vim prior to 9.0.1189.,,15:00.0,,https://access.redhat.com/security/cve/CVE-2023-0288
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2022-2287,46,OS,low,vim-enhanced,,8.0.1763-19.el8_6.4,Vim and MIT,7.1,affected,,,,Out-of-bounds Read in GitHub repository vim/vim prior to 9.0.,,15:00.0,,https://access.redhat.com/security/cve/CVE-2022-2287
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2022-2124,46,OS,low,vim-common,,8.0.1763-19.el8_6.4,Vim and MIT,7.8,affected,,,,Buffer Over-read in GitHub repository vim/vim prior to 8.2.,,15:00.0,,https://access.redhat.com/security/cve/CVE-2022-2124
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2022-2522,46,OS,low,vim-common,,8.0.1763-19.el8_6.4,Vim and MIT,7.8,affected,,,,Heap-based Buffer Overflow in GitHub repository vim/vim prior to 9.0.0061.,,15:00.0,,https://access.redhat.com/security/cve/CVE-2022-2522
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2022-2522,46,OS,low,vim-filesystem,,8.0.1763-19.el8_6.4,Vim and MIT,7.8,affected,,,,Heap-based Buffer Overflow in GitHub repository vim/vim prior to 9.0.0061.,,15:00.0,,https://access.redhat.com/security/cve/CVE-2022-2522
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2022-3153,46,OS,low,vim-minimal,,8.0.1763-19.el8_6.4,Vim and MIT,6.1,affected,,,,NULL Pointer Dereference in GitHub repository vim/vim prior to 9.0.0404.,,15:00.0,,https://access.redhat.com/security/cve/CVE-2022-3153
cazw0cuaadsepacr02.azurecr.us,tempimage,latest,sha256:4959cb63a1fc4aef928558fc403a710232d5450bcb2c6065f7581d67ce78180f,50:52.7,True,ciImage,redhat-RHEL8,runner-mfzse5l-project-359-concurrent-0mp55g,,CVE-2022-2980,46,OS,low,vim-minimal,,8.0.1763-19.el8_6.4,Vim and MIT,5.5,affected,,,,NULL Pointer Dereference in GitHub repository vim/vim prior to 9.0.0259.,,15:00.0,,https://access.redhat.com/security/cve/CVE-2022-2980
